hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
7.0,0.0,-8.462499999999999,1.0,1.0,0.24,0.197,0.65,,18.259999999999998,,37.345012499999996
8.0,0.0,13.8775,,1.0,0.24,0.197,-4.5,0.4925,7.0,236.0,243.0
-6.25,18.335,2.0,1.0,3.5,3.31015,0.197,0.52,0.4925,7.0,-12.616437499999998,135.0
10.0,18.335,2.0,1.0,1.0,0.22,0.1818,0.47,,4.0,-12.616437499999998,48.0
11.0,0.0,2.0,1.0,1.0,0.22,0.1818,-4.5,0.4627,1.0,,50.0
12.0,0.0,2.0,1.0,1.0,0.24,0.197,7.1,17.2698625,2.0,21.289862499999998,65.0
13.0,0.0,2.0,8.14,2.0,0.24,0.197,0.32,0.4478,2.0,48.0,
14.0,0.0,,,-6.25,0.22,,7.1,-10.116437499999998,3.0,21.289862499999998,64.0
15.0,0.0,,1.0,,0.22,0.197,,0.3881,6.0,45.0,51.0
,0.0,2.0,1.0,1.0,,0.1818,7.1,0.5224,4.0,79.0,
17.0,0.0,2.0,1.0,,-2.35025,0.1818,,0.5821,4.0,-5.7539375,
18.0,,2.0,1.0,1.0,3.31015,0.1818,,0.3881,1.0,151.0,37.3936875
19.0,0.0,2.0,1.0,1.0,-2.35025,0.1212,0.4,,1.0,100.0,101.0
20.0,0.0,2.0,1.0,1.0,0.16,0.1364,0.4,0.3284,3.0,53.0,
21.0,0.0,,-4.8999999999999995,-6.25,0.14,0.1061,-4.5,0.4627,8.0,46.0,54.0
,,23.461875,1.0,,0.12,0.1061,-4.5,-10.116437499999998,0.0,29.0,29.0
23.0,18.335,2.0,1.0,1.0,0.12,0.1061,0.33,0.3284,3.0,9.0,12.0
0.0,0.0,3.0,1.0,,0.1,0.0758,0.36,0.3582,0.0,17.0,17.0
,0.0,,1.0,,-2.35025,0.1061,-4.5,0.2239,,7.0,7.0
-7.9750000000000005,0.0,3.0,,1.0,0.08,0.0758,0.38,0.2836,-11.1,2.0,37.3936875
3.0,0.0,3.0,1.0,1.0,,0.0758,0.45,0.1343,0.0,2.0,
5.0,0.0,3.0,1.0,1.0,3.31015,0.1061,0.45,0.1045,0.0,,37.345012499999996
6.0,0.0,3.0,1.0,9.75,0.06,0.1515,0.45,0.0,0.0,43.0,43.0
7.0,0.0,3.0,1.0,1.0,0.06,,-4.5,0.1045,-10.664375,21.289862499999998,99.0
8.0,0.0,3.0,1.0,-6.25,0.1,,0.42,,1.0,198.0,
-6.25,-11.225,,1.0,1.0,0.12,0.1364,0.39,0.1642,,119.0,123.0
10.0,0.0,3.0,1.0,1.0,0.14,4.125,0.36,0.0,8.0,51.0,59.0
11.0,0.0,3.0,1.0,,0.14,0.1515,0.43,0.1642,1.0,40.0,41.0
12.0,0.0,3.0,1.0,2.0,0.18,0.1818,0.4,0.2239,,57.0,
13.0,,3.0,1.0,1.0,0.18,-4.0,0.4,0.2537,17.998625,67.0,69.0
-6.25,,13.8775,-9.28025,1.0,,0.1818,0.34,0.2985,2.0,56.0,58.0
15.0,,3.0,1.0,2.0,-2.35025,4.125,7.1,0.2836,3.0,61.0,
16.0,0.0,3.0,-9.28025,-6.25,0.2,0.197,-4.5,17.2698625,18.259999999999998,72.0,79.0
-7.9750000000000005,0.0,3.0,1.0,2.0,-2.35025,0.197,-4.5,0.2537,9.0,21.289862499999998,166.0
12.785,-11.225,3.0,1.0,2.0,0.18,4.125,,0.2985,2.0,168.0,
-7.9750000000000005,,,,3.0,0.14,0.1212,,0.2537,1.0,87.0,88.0
20.0,0.0,-8.462499999999999,15.568150000000001,3.0,-2.35025,0.1515,-4.5,-7.4950625,0.0,84.0,84.0
21.0,0.0,,1.0,2.0,0.14,0.1515,0.86,-10.116437499999998,18.259999999999998,83.0,
22.0,0.0,3.0,-9.28025,3.0,0.16,0.1667,0.8,,4.0,42.0,-22.322812499999998
23.0,18.335,3.0,1.0,3.0,0.16,4.125,0.8,,0.0,37.0,37.0
0.0,18.335,13.8775,1.0,3.0,0.14,,0.86,17.2698625,-11.1,16.0,16.0
1.0,0.0,4.0,1.0,3.0,0.14,0.1515,-4.5,,18.259999999999998,-12.616437499999998,7.0
2.0,0.0,4.0,1.0,3.0,3.31015,0.1515,0.8,,0.0,3.0,3.0
-7.9750000000000005,0.0,4.0,15.568150000000001,2.0,0.14,0.1364,0.59,0.2239,0.0,1.0,
,0.0,4.0,,2.0,-2.35025,-2.875,-4.5,0.2239,,6.0,6.0
6.0,0.0,4.0,1.0,2.0,0.12,0.1212,0.54,0.2836,0.0,,26.0
7.0,0.0,4.0,1.0,1.0,0.1,4.125,0.5,0.4179,17.998625,99.0,99.0
12.785,0.0,4.0,1.0,1.0,,0.0758,0.49,17.2698625,5.0,173.0,178.0
,0.0,4.0,1.0,,0.12,-2.875,0.42,0.3582,1.0,21.289862499999998,122.0
10.0,0.0,4.0,1.0,1.0,0.12,-4.0,0.42,0.2985,1.0,34.0,35.0
11.0,0.0,4.0,1.0,-6.25,0.14,0.1212,0.39,0.3582,,21.289862499999998,-22.322812499999998
,0.0,-8.462499999999999,1.0,1.0,0.16,0.1364,0.34,17.2698625,,65.0,
13.0,18.335,4.0,-4.8999999999999995,1.0,0.18,0.1667,,,3.0,59.0,37.345012499999996
14.0,0.0,13.8775,1.0,1.0,0.2,0.1818,,-7.4950625,6.0,9.8523625,
-7.9750000000000005,0.0,4.0,1.0,1.0,-2.35025,0.197,0.25,0.2537,18.259999999999998,50.0,50.0
16.0,0.0,,1.0,1.0,,0.1818,0.27,,4.0,76.0,80.0
17.0,0.0,-8.462499999999999,1.0,1.0,,0.1818,0.26,0.194,6.0,159.0,165.0
18.0,18.335,4.0,1.0,-6.25,0.16,0.1818,0.28,,3.0,21.289862499999998,160.0
19.0,,4.0,1.0,,0.14,4.125,0.28,-10.116437499999998,-11.1,110.0,112.0
20.0,-11.225,-14.213125000000002,1.0,9.75,0.14,0.1818,0.31,0.0896,4.0,93.0,97.0
21.0,0.0,4.0,1.0,1.0,0.14,0.2121,0.39,0.0,,70.0,
22.0,0.0,4.0,1.0,1.0,0.12,4.125,,0.0,4.0,,51.0
,18.335,4.0,,,0.12,0.1515,0.42,0.1045,1.0,33.0,37.3936875
0.0,0.0,5.0,1.0,1.0,0.1,0.1364,0.49,,-11.1,-12.616437499999998,14.0
-7.9750000000000005,0.0,5.0,1.0,-6.25,0.1,0.1364,0.54,-7.4950625,1.0,6.0,7.0
2.0,18.335,5.0,1.0,,0.1,0.1364,-4.5,0.0896,0.0,-12.616437499999998,-22.322812499999998
-7.9750000000000005,0.0,5.0,1.0,1.0,0.08,4.125,7.1,,0.0,4.0,
6.0,0.0,5.0,1.0,1.0,0.1,0.1818,0.68,0.0,1.0,21.289862499999998,24.0
7.0,0.0,,1.0,1.0,0.08,,0.73,0.0,1.0,73.0,74.0
8.0,-11.225,,1.0,1.0,0.1,-2.875,0.74,0.1642,4.0,-12.616437499999998,37.345012499999996
9.0,0.0,5.0,8.14,1.0,0.12,0.1212,0.74,,8.0,132.0,140.0
-6.25,18.335,5.0,1.0,1.0,0.14,0.1364,0.69,-7.4950625,5.0,,44.0
-7.9750000000000005,18.335,,,1.0,0.22,0.2273,0.47,0.1343,12.0,52.0,64.0
12.0,0.0,-8.462499999999999,1.0,,0.22,0.2273,0.47,0.1343,-11.1,64.0,71.0
13.0,0.0,,1.0,1.0,0.24,0.2273,0.35,12.497037500000001,21.0,89.0,
,0.0,5.0,1.0,1.0,0.3,0.2879,-4.5,0.2537,17.0,67.0,84.0
15.0,,5.0,1.0,1.0,3.31015,0.3182,0.21,0.1642,12.0,21.289862499999998,74.0
16.0,,13.8775,1.0,1.0,0.3,6.0,,0.194,14.0,111.0,125.0
17.0,18.335,5.0,-4.8999999999999995,1.0,0.3,0.3333,-4.5,0.0,18.0,21.289862499999998,211.0
18.0,0.0,5.0,1.0,1.0,0.28,0.3182,,0.0,-11.1,165.0,174.0
19.0,0.0,5.0,1.0,1.0,3.31015,6.0,0.33,0.0,7.0,94.0,101.0
20.0,0.0,5.0,1.0,1.0,0.22,0.2273,-4.5,0.1343,2.0,61.0,63.0
21.0,0.0,5.0,1.0,-6.25,0.2,0.2121,0.59,0.1343,1.0,46.0,
,0.0,5.0,-4.8999999999999995,,0.2,0.2273,0.64,0.0896,2.0,41.0,43.0
23.0,18.335,5.0,1.0,1.0,0.18,,0.69,0.0,5.0,48.0,53.0
,0.0,23.3200875,0.0,,,0.197,0.69,17.2698625,3.0,27.0,
1.0,0.0,6.0,0.0,,0.14,0.2121,0.86,0.0,18.259999999999998,9.8523625,24.0
2.0,0.0,6.0,15.568150000000001,1.0,3.31015,4.125,0.8,0.0,2.0,,15.0
3.0,0.0,,0.0,1.0,0.12,0.197,7.1,0.0,3.0,21.289862499999998,10.0
12.785,0.0,6.0,0.0,1.0,0.12,0.1667,0.74,0.0896,-11.1,,4.0
5.0,0.0,6.0,0.0,1.0,3.31015,0.1667,-4.5,0.0896,0.0,1.0,1.0
6.0,0.0,6.0,0.0,1.0,,0.1364,0.93,0.194,1.0,1.0,2.0
7.0,0.0,-14.213125000000002,0.0,1.0,3.31015,-2.875,0.8,0.1045,,,11.0
8.0,0.0,,0.0,9.75,0.14,0.1515,0.86,0.1343,,28.0,30.0
9.0,0.0,-8.462499999999999,15.568150000000001,1.0,-2.35025,,0.64,0.1343,5.0,38.0,43.0
10.0,0.0,6.0,0.0,1.0,0.22,0.2121,0.41,0.2537,13.0,71.0,84.0
11.0,0.0,6.0,0.0,1.0,0.3,0.2727,0.28,0.3284,16.0,84.0,114.0
12.0,0.0,6.0,0.0,1.0,,0.2727,0.39,0.4627,27.0,21.289862499999998,120.0
13.0,,6.0,8.14,1.0,0.3,0.2727,7.1,17.2698625,32.0,103.0,135.0
14.0,0.0,6.0,0.0,1.0,0.34,0.3182,0.31,17.2698625,,90.0,120.0
15.0,0.0,6.0,,,0.34,0.303,-4.5,,47.0,127.0,37.3936875
16.0,0.0,6.0,,1.0,-2.35025,0.303,0.29,0.4179,42.0,103.0,145.0
17.0,0.0,6.0,0.0,1.0,0.32,0.2879,0.31,0.5224,24.0,113.0,137.0
,,6.0,0.0,,3.31015,0.2576,0.38,17.2698625,,60.0,64.0
19.0,0.0,6.0,,1.0,0.28,0.2727,0.38,0.1642,2.0,39.0,41.0
12.785,0.0,6.0,0.0,1.0,,0.2576,-4.5,0.2239,1.0,39.0,40.0
21.0,0.0,6.0,0.0,9.75,0.26,0.303,0.41,0.0,9.0,42.0,51.0
12.785,0.0,6.0,0.0,,0.24,4.125,0.44,0.0896,6.0,39.0,45.0
23.0,,6.0,0.0,9.75,0.22,0.2273,-4.5,,1.0,31.0,32.0
0.0,0.0,0.0,0.0,,0.2,,0.64,0.1045,5.0,34.0,39.0
1.0,0.0,0.0,0.0,9.75,0.2,0.2273,0.59,0.0896,1.0,,24.0
2.0,0.0,0.0,0.0,2.0,0.2,0.2273,0.75,0.0896,1.0,19.0,20.0
3.0,0.0,0.0,0.0,2.0,3.31015,0.2273,7.1,0.1045,,8.0,12.0
4.0,0.0,0.0,,2.0,0.2,0.2121,,0.1642,0.0,2.0,2.0
6.0,0.0,0.0,0.0,9.75,3.31015,0.2121,0.69,0.1343,,,5.0
7.0,-11.225,0.0,0.0,2.0,0.22,0.2727,0.55,0.0,0.0,21.289862499999998,3.0
8.0,0.0,0.0,0.0,9.75,0.22,0.2273,-4.5,0.194,1.0,11.0,37.3936875
9.0,0.0,0.0,8.14,2.0,0.24,0.2273,0.6,0.2239,12.0,35.0,
12.785,0.0,0.0,-4.8999999999999995,,,0.2727,-4.5,0.3284,19.0,,105.0
,18.335,0.0,0.0,1.0,,0.2879,0.39,0.4478,,86.0,112.0
12.0,0.0,23.461875,,1.0,0.36,0.3182,0.32,0.4627,58.0,94.0,152.0
13.0,0.0,0.0,15.568150000000001,1.0,0.38,0.3939,0.29,0.3582,-10.664375,9.8523625,154.0
14.0,0.0,0.0,15.568150000000001,2.0,0.4,0.4091,0.3,0.4179,51.0,9.8523625,161.0
15.0,,0.0,0.0,2.0,0.4,,0.3,0.2985,,122.0,162.0
-6.25,,0.0,0.0,2.0,0.42,0.4242,0.28,0.3284,,106.0,134.0
17.0,0.0,0.0,-4.8999999999999995,1.0,-2.35025,0.4242,0.28,0.3284,17.998625,95.0,125.0
18.0,0.0,0.0,0.0,,3.31015,,0.32,0.2985,17.0,78.0,95.0
,0.0,0.0,,1.0,0.4,-2.875,0.35,0.2836,11.0,50.0,61.0
20.0,0.0,0.0,0.0,1.0,0.4,0.4091,0.35,,15.0,32.0,47.0
21.0,0.0,0.0,,1.0,,0.4091,7.1,0.3582,6.0,45.0,
22.0,,13.8775,0.0,,0.4,-2.875,0.35,0.2985,18.259999999999998,,36.0
23.0,0.0,0.0,,1.0,0.4,0.4091,0.35,0.3582,3.0,27.0,30.0
0.0,0.0,1.0,1.0,,0.38,,-4.5,0.3582,,8.0,11.0
1.0,0.0,13.8775,,1.0,,4.125,0.37,0.3582,,6.0,7.0
2.0,0.0,1.0,1.0,1.0,0.36,0.3333,,0.2985,0.0,,2.0
3.0,0.0,1.0,-9.28025,,0.34,0.3182,0.46,0.2239,-11.1,1.0,2.0
4.0,0.0,13.8775,1.0,1.0,0.32,,0.53,12.497037500000001,0.0,2.0,2.0
5.0,,1.0,1.0,1.0,0.32,0.303,0.53,0.2836,0.0,,
,0.0,13.8775,1.0,1.0,0.34,0.303,0.46,,,25.0,26.0
7.0,18.335,1.0,8.14,1.0,3.31015,0.303,7.1,-10.116437499999998,2.0,96.0,
8.0,0.0,1.0,1.0,1.0,0.38,0.3939,0.4,0.4627,7.0,21.289862499999998,
,0.0,1.0,1.0,,-2.35025,0.4091,0.37,,8.0,122.0,-22.241687499999998
10.0,0.0,,1.0,1.0,0.44,0.4394,0.33,0.2239,9.0,46.0,55.0
11.0,0.0,-8.462499999999999,1.0,,0.52,0.5,0.23,0.2537,18.259999999999998,43.0,37.3936875
12.0,,1.0,,1.0,0.56,0.5303,,,,99.0,126.0
13.0,18.335,23.461875,15.568150000000001,,0.58,,0.19,0.3881,,93.0,120.0
9.75,0.0,13.8775,1.0,1.0,0.6,0.5909,0.15,17.2698625,18.259999999999998,76.0,90.0
15.0,0.0,1.0,1.0,1.0,0.56,0.5303,0.21,0.6567,19.0,71.0,-22.241687499999998
9.75,0.0,,1.0,1.0,0.52,,,,16.0,102.0,118.0
17.0,0.0,13.8775,1.0,1.0,0.46,-2.875,0.33,0.6119,25.0,21.289862499999998,243.0
-7.9750000000000005,,1.0,1.0,1.0,0.4,,0.4,,11.0,194.0,205.0
19.0,0.0,1.0,1.0,1.0,,0.3939,0.43,-10.116437499999998,12.0,86.0,
20.0,18.335,,1.0,,0.36,4.125,7.1,,5.0,65.0,
-7.9750000000000005,0.0,1.0,1.0,,0.36,,0.5,0.5224,,35.0,43.0
12.785,0.0,1.0,1.0,1.0,-2.35025,0.2879,0.46,0.6567,1.0,44.0,45.0
23.0,,1.0,1.0,1.0,3.31015,-2.875,0.49,0.4925,1.0,19.0,37.345012499999996
0.0,0.0,2.0,1.0,,0.3,0.2727,0.49,0.4179,7.0,12.0,19.0
,0.0,2.0,1.0,1.0,,,7.1,0.7761,18.259999999999998,5.0,5.0
,0.0,2.0,1.0,,0.28,0.2273,0.41,,1.0,2.0,3.0
4.0,0.0,2.0,1.0,1.0,0.22,0.1818,0.37,0.5224,0.0,1.0,
5.0,0.0,2.0,1.0,1.0,0.22,0.1818,,0.4627,0.0,4.0,4.0
6.0,0.0,2.0,1.0,1.0,0.2,0.1818,,0.3284,0.0,30.0,37.3936875
,0.0,13.8775,1.0,1.0,0.2,0.1818,0.32,17.2698625,2.0,103.0,37.345012499999996
8.0,18.335,2.0,1.0,1.0,0.2,0.1818,0.32,12.497037500000001,-11.1,213.0,223.0
9.0,0.0,2.0,1.0,1.0,0.22,0.197,0.29,0.4478,2.0,108.0,37.345012499999996
,0.0,2.0,1.0,1.0,3.31015,0.2121,,0.2836,17.998625,47.0,52.0
,0.0,2.0,1.0,1.0,0.26,0.2424,0.25,0.2537,11.0,46.0,-22.241687499999998
12.0,0.0,2.0,1.0,1.0,0.28,0.2727,0.24,-7.4950625,6.0,-5.7539375,71.0
13.0,0.0,2.0,1.0,-6.25,0.32,0.303,0.21,0.2239,14.0,,82.0
14.0,0.0,,1.0,1.0,-2.35025,4.125,-4.5,0.2239,10.0,,79.0
15.0,0.0,2.0,1.0,1.0,0.34,4.125,0.19,0.1642,11.0,74.0,
,0.0,2.0,,1.0,0.34,4.125,0.19,0.2537,21.0,,98.0
17.0,0.0,2.0,8.14,1.0,3.31015,0.303,0.22,12.497037500000001,18.259999999999998,191.0,206.0
18.0,0.0,2.0,1.0,-6.25,0.3,0.303,0.22,0.1343,14.0,198.0,212.0
19.0,0.0,2.0,1.0,1.0,0.28,0.2879,0.26,,3.0,21.289862499999998,145.0
12.785,0.0,2.0,1.0,1.0,3.31015,0.2727,0.33,0.1045,3.0,98.0,101.0
,0.0,2.0,1.0,9.75,0.24,0.2879,0.52,,5.0,61.0,66.0
22.0,0.0,2.0,-9.28025,1.0,-2.35025,0.2879,-4.5,-7.4950625,-10.664375,41.0,41.0
23.0,,2.0,1.0,2.0,0.22,0.2576,0.44,17.2698625,0.0,20.0,20.0
0.0,0.0,3.0,1.0,1.0,0.22,0.2576,0.41,0.0896,0.0,15.0,15.0
1.0,0.0,3.0,1.0,1.0,0.2,0.2273,7.1,0.0896,0.0,21.289862499999998,9.0
3.0,,3.0,1.0,-6.25,0.2,,0.47,0.194,0.0,1.0,1.0
-7.9750000000000005,0.0,13.8775,1.0,1.0,0.2,,0.51,-10.116437499999998,0.0,1.0,1.0
5.0,0.0,-8.462499999999999,,,0.2,0.197,,0.194,0.0,5.0,5.0
6.0,0.0,3.0,,9.75,-2.35025,-2.875,0.55,0.2239,,,33.0
7.0,0.0,,1.0,2.0,0.2,0.197,0.55,-7.4950625,-11.1,21.289862499999998,108.0
8.0,0.0,3.0,1.0,2.0,0.22,-2.875,0.55,0.1642,,224.0,230.0
12.785,0.0,3.0,1.0,1.0,,-2.875,,0.2836,17.998625,122.0,124.0
10.0,0.0,3.0,1.0,1.0,0.26,0.2273,0.41,-10.116437499999998,-11.1,55.0,69.0
11.0,0.0,,1.0,,0.34,0.303,0.34,0.2985,7.0,59.0,66.0
12.0,,3.0,,9.75,-2.35025,4.125,0.32,17.2698625,14.0,72.0,86.0
,0.0,,1.0,1.0,3.31015,0.4242,0.3,-7.4950625,13.0,80.0,93.0
14.0,0.0,-13.976812500000001,1.0,,,-2.875,0.28,0.4179,17.0,65.0,
15.0,,-8.462499999999999,1.0,-6.25,3.31015,0.4545,7.1,0.4179,35.0,,117.0
16.0,0.0,3.0,1.0,1.0,0.46,0.4545,0.31,0.3881,,96.0,
17.0,0.0,3.0,1.0,-2.5,0.46,0.4545,0.28,0.2836,11.0,,255.0
18.0,0.0,3.0,1.0,1.0,0.4,0.4091,0.4,0.2239,20.0,202.0,222.0
12.785,0.0,3.0,,1.0,0.34,0.3182,0.53,0.2239,18.0,143.0,161.0
20.0,0.0,3.0,8.14,1.0,0.38,,0.43,0.194,,108.0,118.0
21.0,0.0,13.8775,,1.0,3.31015,0.3485,,0.194,5.0,-5.7539375,92.0
22.0,0.0,3.0,1.0,-6.25,0.34,0.3333,0.53,0.194,12.0,61.0,37.3936875
-6.25,0.0,3.0,1.0,1.0,3.31015,4.125,0.4,0.2239,2.0,31.0,-22.322812499999998
0.0,,4.0,1.0,-6.25,,4.125,0.53,0.194,1.0,16.0,
,-11.225,4.0,-4.8999999999999995,1.0,0.34,0.3182,0.53,0.2239,0.0,6.0,6.0
2.0,0.0,4.0,1.0,2.0,0.34,0.3182,,-10.116437499999998,2.0,4.0,37.3936875
12.785,0.0,4.0,,-6.25,0.34,0.3333,0.53,0.194,18.259999999999998,1.0,4.0
4.0,0.0,4.0,1.0,-6.25,0.32,0.3182,,0.194,3.0,1.0,4.0
5.0,18.335,4.0,1.0,9.75,0.32,0.3333,0.66,,1.0,,37.345012499999996
6.0,0.0,4.0,15.568150000000001,1.0,0.3,0.303,0.7,-10.116437499999998,3.0,44.0,47.0
7.0,0.0,4.0,,1.0,,0.3333,0.57,0.1045,7.0,119.0,126.0
8.0,0.0,4.0,1.0,1.0,-2.35025,4.125,0.57,0.0896,18.0,,285.0
12.785,,,1.0,1.0,-2.35025,0.3485,0.57,0.194,16.0,163.0,37.3936875
,0.0,,,1.0,0.38,0.3939,0.54,17.2698625,18.0,9.8523625,88.0
11.0,0.0,4.0,,2.0,0.44,0.4394,0.44,0.2537,19.0,71.0,90.0
12.0,0.0,4.0,1.0,1.0,,,,0.2239,15.0,86.0,101.0
13.0,0.0,4.0,1.0,1.0,0.54,4.125,0.34,,,108.0,123.0
12.785,0.0,4.0,1.0,1.0,0.6,0.6212,0.31,0.2239,26.0,55.0,81.0
,0.0,4.0,1.0,1.0,0.6,-2.875,0.28,0.2537,17.998625,91.0,
16.0,0.0,4.0,1.0,2.0,3.31015,0.5303,0.35,0.2985,29.0,117.0,146.0
17.0,0.0,-8.462499999999999,1.0,2.0,0.58,0.5455,0.32,0.2985,18.0,,274.0
18.0,0.0,,1.0,2.0,3.31015,0.5152,-4.5,,-11.1,211.0,222.0
19.0,,4.0,-9.28025,1.0,0.48,,0.55,0.3284,14.0,161.0,175.0
20.0,0.0,4.0,,1.0,0.48,0.4697,0.59,0.3284,8.0,131.0,37.3936875
21.0,0.0,4.0,1.0,9.75,0.52,0.5,0.55,0.3881,,119.0,124.0
,0.0,4.0,1.0,1.0,,,0.59,,,68.0,76.0
23.0,0.0,4.0,1.0,,,0.4545,0.67,0.2985,4.0,,44.0
0.0,18.335,13.8775,1.0,1.0,0.44,0.4394,,0.2836,12.0,-12.616437499999998,37.345012499999996
1.0,,5.0,1.0,1.0,0.44,0.4394,0.72,0.2239,,7.0,8.0
,-11.225,5.0,1.0,1.0,0.44,0.4394,0.72,0.2836,2.0,5.0,7.0
3.0,0.0,5.0,1.0,1.0,0.46,,0.67,0.2537,2.0,6.0,
4.0,,13.8775,1.0,1.0,-2.35025,0.4545,,0.2537,-11.1,-12.616437499999998,1.0
5.0,0.0,5.0,15.568150000000001,,0.46,0.4545,0.67,0.1045,1.0,21.289862499999998,-22.241687499999998
6.0,0.0,5.0,,2.0,0.44,,0.72,0.1642,2.0,,
7.0,-11.225,5.0,1.0,,-2.35025,,,,8.0,108.0,116.0
12.785,-11.225,5.0,1.0,2.0,0.42,-2.875,0.77,0.194,26.0,246.0,272.0
,0.0,,1.0,3.5,0.42,0.4242,0.77,0.194,15.0,154.0,169.0
10.0,0.0,5.0,-4.8999999999999995,2.0,-2.35025,0.4394,0.72,0.2239,17.0,78.0,95.0
11.0,0.0,5.0,1.0,1.0,0.44,0.4394,0.72,-10.116437499999998,31.0,82.0,
,-11.225,5.0,1.0,1.0,0.5,,0.59,0.194,-11.1,126.0,185.0
13.0,-11.225,5.0,,1.0,3.31015,0.6212,0.43,,,-5.7539375,176.0
14.0,0.0,5.0,1.0,1.0,,0.6212,0.36,12.497037500000001,73.0,21.289862499999998,191.0
15.0,0.0,13.8775,1.0,1.0,,-2.875,0.36,0.3284,55.0,,172.0
16.0,0.0,,1.0,1.0,0.66,,0.36,0.2836,68.0,164.0,
17.0,-11.225,-8.462499999999999,,1.0,0.66,0.6212,0.34,17.2698625,-11.1,275.0,327.0
18.0,18.335,5.0,,1.0,0.64,0.6212,,-10.116437499999998,-10.664375,21.289862499999998,224.0
19.0,,5.0,1.0,1.0,0.62,4.125,0.29,0.5821,16.0,146.0,162.0
20.0,0.0,5.0,,,0.6,0.6212,0.31,0.194,19.0,105.0,124.0
21.0,0.0,5.0,1.0,1.0,-2.35025,0.5455,0.21,,11.0,9.8523625,
22.0,0.0,,1.0,1.0,0.54,0.5152,0.1,0.2537,,88.0,107.0
23.0,0.0,5.0,1.0,,-2.35025,6.0,,0.2836,-11.1,61.0,77.0
0.0,18.335,13.8775,0.0,1.0,3.31015,,0.12,0.4925,,21.289862499999998,29.0
1.0,0.0,6.0,0.0,1.0,0.46,0.4545,0.14,,10.0,21.0,31.0
,0.0,6.0,15.568150000000001,1.0,0.44,0.4394,0.13,0.3881,18.259999999999998,-5.7539375,17.0
3.0,0.0,6.0,0.0,1.0,3.31015,0.4242,0.14,0.2985,0.0,7.0,7.0
4.0,0.0,6.0,,1.0,0.4,0.4091,0.15,0.3284,0.0,3.0,3.0
12.785,0.0,6.0,0.0,1.0,0.4,,,-10.116437499999998,0.0,3.0,3.0
6.0,0.0,6.0,0.0,,0.4,0.4091,0.17,0.4179,3.0,21.289862499999998,6.0
7.0,0.0,6.0,0.0,1.0,,0.3939,0.17,0.5224,6.0,16.0,
,-11.225,6.0,,1.0,,0.3939,0.17,,9.0,36.0,45.0
9.0,-11.225,13.8775,0.0,1.0,,0.4091,0.16,0.6567,18.0,37.0,37.3936875
12.785,,13.8775,0.0,3.5,-2.35025,0.4242,0.16,,34.0,72.0,106.0
11.0,0.0,6.0,0.0,1.0,0.44,0.4394,7.1,0.5821,-11.1,,123.0
12.0,0.0,6.0,0.0,1.0,0.44,0.4394,0.18,0.4925,38.0,81.0,119.0
12.785,-11.225,6.0,0.0,1.0,-2.35025,,7.1,0.6119,52.0,,
14.0,0.0,6.0,0.0,1.0,0.46,0.4545,0.15,0.6567,102.0,94.0,196.0
-7.9750000000000005,0.0,,0.0,1.0,0.44,0.4394,0.16,0.7463,84.0,87.0,171.0
16.0,0.0,6.0,0.0,1.0,0.44,,,,39.0,,-22.241687499999998
,18.335,6.0,0.0,1.0,-2.35025,0.4242,0.19,,36.0,91.0,127.0
,18.335,6.0,0.0,1.0,-2.35025,0.3182,0.25,0.4478,-11.1,,88.0
19.0,,6.0,0.0,,-2.35025,-2.875,0.29,0.3582,5.0,54.0,
20.0,18.335,13.8775,0.0,1.0,0.32,0.2879,7.1,0.5224,-11.1,21.289862499999998,37.3936875
21.0,0.0,6.0,-9.28025,9.75,3.31015,0.2727,0.26,0.5522,4.0,29.0,
22.0,0.0,23.461875,0.0,,,0.2576,0.28,0.4925,2.0,42.0,-22.322812499999998
23.0,0.0,6.0,0.0,1.0,-2.35025,-2.875,0.33,0.4478,-11.1,25.0,29.0
0.0,-11.225,,8.14,1.0,-2.35025,0.2121,0.35,0.4478,3.0,14.0,17.0
-7.9750000000000005,,0.0,0.0,1.0,0.24,,,17.2698625,5.0,11.0,16.0
2.0,0.0,0.0,0.0,1.0,3.31015,0.197,7.1,17.2698625,-11.1,17.0,17.0
3.0,0.0,13.8775,,1.0,3.31015,0.1818,0.44,0.5522,9.0,,18.0
4.0,0.0,-8.462499999999999,8.14,1.0,0.22,0.1818,-4.5,-10.116437499999998,,1.0,1.0
,0.0,0.0,0.0,1.0,0.2,0.1818,-4.5,0.2985,1.0,1.0,2.0
7.0,0.0,0.0,15.568150000000001,1.0,0.18,0.1667,0.51,,0.0,2.0,2.0
,0.0,,0.0,1.0,0.2,0.2273,,,,22.0,24.0
9.0,-11.225,0.0,0.0,1.0,,0.2121,0.47,0.2836,7.0,48.0,
10.0,0.0,0.0,,2.0,,0.2576,,0.194,34.0,70.0,104.0
-6.25,0.0,,0.0,2.0,0.3,0.303,7.1,0.1642,72.0,89.0,161.0
12.0,0.0,0.0,0.0,1.0,0.3,0.3182,0.33,0.1045,-11.1,-12.616437499999998,37.3936875
13.0,0.0,,0.0,1.0,0.34,0.3333,0.29,12.497037500000001,,122.0,198.0
14.0,0.0,0.0,,1.0,0.36,0.3485,0.27,0.1642,,104.0,
,0.0,0.0,-9.28025,9.75,3.31015,0.3636,-4.5,0.0896,66.0,,168.0
