diameter,height,length,rings,sex,shell-weight,shucked-weight,viscera-weight,whole-weight
76.0,25.0,100.0,8.0,3.0,-80.625,49.7,22.7,103.8
78.0,incons,100.0,6.0,0.0,26.2,2.0665332164387564,23.4,104.3
78.0,25.0,101.0,7.0,1.0,28.1,49.2,30.0,108.9
86.32407824644922,25.0,102.0,8.0,155.0,194.375,-49.55000000000001,166.05,incons
80.0,25.0,102.0,incons,1.0,-15.903973573322546,52.2,23.0,91.65
80.0,25.0,99.20000000000002,9.0,3.0,30.5,52.3,23.9,111.5
76.0,23.0,102.0,8.0,3.0,33.2,43.0,22.7,103.1
77.0,25.0,103.0,8.0,3.0,30.0,63.5,25.3,122.3
80.0,29.0,104.0,9.0,0.0,37.0,70.5,36.9,19.49751892820251
76.0,27.0,-44.400000000000006,8.0,3.0,31.4,incons,37.645592479969686,107.9
76.0,25.0,104.0,8.0,3.0,33.4,57.6,25.9,incons
92.0,30.0,104.0,7.0,1.0,50.8,104.6,39.7,203.8
80.0,-85.5,105.0,8.0,3.0,34.0,65.0,24.9,129.1
80.0,28.0,105.0,9.0,3.0,36.7,52.5,25.7,120.2
81.0,24.0,105.0,9.0,0.0,40.2,75.1,31.1,151.1
79.0,24.0,-44.400000000000006,incons,3.0,28.1,59.4,27.9,121.6
80.0,25.0,106.0,8.0,3.0,38.0,incons,25.4,123.4
78.0,25.0,107.0,9.0,3.0,33.8,51.9,29.8,119.8
84.0,28.0,108.0,19.006456699082158,3.0,37.9,62.5,27.6,133.3
78.0,27.0,109.0,7.0,0.0,31.2,84.5,36.3,156.7
82.0,24.0,incons,9.0,-21.89027313448293,38.0,incons,28.1,158.6
83.0,28.0,109.0,9.0,0.0,43.6,92.3,25.4,164.0
83.0,27.0,110.0,incons,1.0,35.0,85.4,37.1,162.9
86.0,incons,-44.400000000000006,-4.274950514003315,1.0,44.6,79.0,39.0,168.0
85.0,30.0,99.20000000000002,10.0,0.0,43.3,82.2,35.3,166.3
86.0,29.0,-44.400000000000006,9.0,-63.0,70.25968948494776,92.8,35.5,179.9
89.0,32.0,112.0,8.0,0.0,44.3,84.0,43.5,179.3
80.54369623381204,168.5,112.0,8.0,1.0,49.0,67.2,35.3,128.1
83.0,29.0,112.0,8.0,58.684781286793026,41.0,86.0,37.7,170.4
91.0,30.0,113.0,9.0,0.0,46.0,91.3,47.9,191.9
87.0,30.0,113.0,8.0,0.0,41.2,-49.55000000000001,36.5,incons
90.0,168.5,113.0,9.0,1.0,52.9,89.4,47.5,201.9
92.0,30.0,114.0,9.0,0.0,50.0,108.3,40.7,207.5
55.08406657508381,29.0,114.0,8.0,1.0,44.0,82.4,43.4,175.5
88.0,30.0,114.0,8.0,3.0,44.8,68.5,32.0,151.0
92.0,29.0,115.0,7.0,1.0,53.0,93.2,45.8,198.9
90.0,32.0,115.0,10.0,1.0,51.5,111.2,-14.18326191851046,incons
87.0,28.0,115.0,9.0,0.0,44.4,80.2,38.2,169.1
94.0,33.0,115.0,9.0,1.0,47.6,87.0,-54.750000000000014,173.8
91.0,27.0,115.0,9.0,0.0,incons,84.9,39.4,181.4
87.0,26.0,incons,10.0,3.0,49.0,63.1,43.1,161.0
89.0,34.0,115.0,9.0,0.0,-80.625,109.8,43.5,204.5
89.0,61.42688751446053,incons,9.0,0.0,incons,83.0,38.9,169.4
91.0,incons,116.0,8.0,0.0,53.0,59.56139006487317,incons,222.8
91.0,39.0,116.0,9.0,0.0,88.2,189.0,65.47941159686059,63.9643824529135
incons,27.0,116.0,-55.75,0.0,44.0,75.5,38.3,162.8
90.0,28.0,116.0,9.0,0.0,50.6,97.2,-54.750000000000014,192.3
90.0,29.0,incons,8.0,0.0,incons,109.4,39.5,200.5
90.0,31.0,116.0,9.0,-63.0,194.375,77.0,49.2,186.0
92.0,29.0,117.0,9.0,0.0,47.0,95.6,36.5,incons
93.0,32.0,117.0,7.0,0.0,-11.889329782985797,51.79187062614351,incons,191.1
94.0,30.0,118.0,8.0,0.0,48.0,96.2,46.4,199.1
95.0,32.0,120.0,9.0,1.0,51.3,97.0,49.9,205.3
91.0,34.0,120.0,152.25,0.0,48.0,139.2,47.9,238.3
93.0,30.0,120.0,8.0,1.0,50.0,109.1,52.4,220.5
93.0,31.0,120.0,10.0,0.0,45.0,102.4,incons,203.3
129.05985412770897,33.0,121.0,9.0,1.0,58.4,122.2,45.5,235.5
95.0,28.0,121.0,9.0,0.0,54.8,111.0,51.4,223.5
96.0,34.0,121.0,10.0,0.0,incons,116.4,47.3,236.7
170.5,33.0,121.0,9.0,1.0,71.4,86.6,43.9,211.2
97.0,32.0,122.0,8.0,0.0,48.3,-51.53513892196999,incons,110.51211025502606
97.0,29.0,122.0,9.0,0.0,-80.625,156.6,25.312713370777075,266.1
-59.5,33.0,122.0,9.0,incons,53.4,99.6,48.4,210.4
92.0,34.0,123.0,10.0,0.0,54.0,87.96345951937695,54.4,211.3
93.0,30.0,123.0,9.0,1.0,48.3,79.11923520107361,36.5,incons
57.584720510083116,31.0,123.0,9.0,-12.455394279957275,57.0,89.4,50.0,205.4
94.0,27.0,124.0,8.0,0.0,49.5,106.3,40.1,203.9
90.0,40.0,124.0,8.0,0.0,48.1,85.7,30.5,171.6
96.0,32.0,124.0,8.0,incons,56.2,112.7,48.9,222.5
97.0,35.0,incons,152.25,1.0,66.4,146.7,54.3,274.9
96.0,37.0,55.452129443766516,8.0,0.0,57.2,incons,58.0,241.3
94.0,31.0,126.0,8.0,0.0,57.4,117.8,42.2,233.82217924374294
100.0,3.992474329701775,126.0,10.0,0.0,68.5,112.7,61.3,252.9
99.0,34.057146531518995,99.20000000000002,9.0,1.0,57.7,102.3,61.6,231.3
103.0,33.0,128.0,10.0,155.0,71.6,126.4,68.3,273.8
106.0,39.0,129.0,10.0,0.0,74.7,-49.55000000000001,58.9,278.0
96.0,34.0,129.0,10.0,1.0,61.0,105.6,49.97952206755039,168.55741001457744
100.0,38.0,130.0,9.0,1.0,84.9,incons,67.8,292.8
100.0,31.0,130.0,-22.62882534598521,incons,incons,113.0,62.7,240.4
103.0,32.0,131.0,11.0,0.0,194.375,110.6,73.8,262.0
102.0,35.0,131.0,10.0,1.0,72.8,117.7,74.5,283.0
106.0,37.0,132.0,11.0,1.0,95.2,109.2,54.1,115.30812988985406
105.0,32.0,133.0,8.0,0.0,68.0,125.8,55.8,272.6
100.0,34.0,133.0,9.0,3.0,71.9,120.7,58.2,259.5
incons,41.0,134.0,9.0,1.0,70.6,121.5,60.5,272.9
108.0,43.0,137.0,14.0,incons,94.7,132.8,73.1,340.5
104.0,33.0,137.0,10.0,0.0,incons,incons,73.7,303.8
108.0,31.0,-44.400000000000006,9.0,1.0,incons,124.8,62.1,290.8
-59.5,42.0,138.0,12.0,0.0,incons,147.1,81.0,316.6
incons,34.0,138.0,9.0,1.0,194.375,158.9,69.7,310.7
112.0,37.0,139.0,10.0,0.0,87.5,177.0,-54.750000000000014,348.0
113.0,36.0,incons,43.771921740282075,0.0,-80.625,32.71511196013922,67.1,350.2
115.0,38.0,140.0,32.152713246992676,0.0,127.6,-49.55000000000001,83.6,454.6
105.0,38.0,99.20000000000002,9.0,1.0,79.9,170.9,-54.750000000000014,329.3
110.0,35.594421492324386,99.20000000000002,9.0,1.0,60.2,incons,47.2,243.8
112.0,12.970575807915536,142.0,15.989303229099026,1.0,90.5,147.0,76.2,330.4
110.0,55.846245824934385,143.0,12.0,0.0,incons,209.3,81.4,400.9
107.0,38.0,143.0,10.0,0.0,incons,177.8,62.6,335.1
170.5,39.0,144.0,10.0,1.0,107.5,205.3,96.0,420.6
110.0,40.0,144.0,10.0,1.0,104.3,-49.55000000000001,93.8,incons
113.0,incons,144.0,8.0,0.0,53.7,138.2,38.9,237.4
101.0,37.0,145.0,12.0,33.26473358886744,90.1,79.60361227225094,85.1,395.6
115.0,37.0,146.0,12.0,1.0,96.5,186.2,76.0,375.9
117.0,37.0,147.0,11.0,0.0,100.0,190.4,110.0,424.8
113.0,43.0,149.0,11.0,0.0,194.375,179.2,91.7,386.2
114.0,42.0,150.0,11.0,1.0,109.0,221.8,-54.750000000000014,447.2
125.0,42.0,151.0,11.0,1.0,135.7,239.3,102.6,501.0
116.0,41.0,151.0,10.0,0.0,119.0,incons,80.3,401.3
126.0,43.0,156.0,11.0,1.0,117.2,297.6,incons,-42.75000000000001
75.0,24.0,incons,incons,3.0,30.0,incons,20.9,92.9
41.0,12.0,49.0,4.0,3.0,4.3,6.8,2.8,15.3
37.0,13.0,50.0,5.0,3.0,4.5,5.9,2.8,64.21553544388689
38.0,13.0,50.0,5.0,3.0,5.0,7.8,incons,16.7
39.0,18.0,incons,6.0,3.0,7.1,10.9,5.9,22.5
43.0,incons,61.0,5.0,3.0,7.6,8.8,4.1,21.5
45.0,14.0,62.0,5.0,3.0,8.0,87.0,3.0,21.1
46.0,16.0,63.0,5.0,3.0,8.9,10.9,6.2,27.5
46.0,3.630291915915013,99.20000000000002,5.0,3.0,7.7,9.2,4.7,22.9
45.0,15.0,incons,6.0,3.0,18.0,26.454201405735986,6.4,27.8
50.0,19.0,66.0,7.0,3.0,10.4,20.4,7.9,41.7
41.0,55.26685931678059,66.0,5.0,-20.753434682403377,8.7,15.4,6.4,31.9
49.0,26.634909012367775,67.0,7.0,3.0,9.6,130.25,8.1,40.3
50.0,incons,68.0,6.0,3.0,11.0,15.5,6.6,35.8
51.0,19.0,69.0,6.0,3.0,11.0,18.5,7.4,38.9
51.0,33.32624605784446,69.0,5.0,3.0,10.0,21.0,7.4,40.1
54.0,15.0,70.0,6.0,3.0,13.0,20.0,7.2,-2.4541446481469507
51.0,37.470981173421805,70.0,8.0,3.0,10.5,-49.55000000000001,6.1,35.7
-59.5,17.0,72.0,4.0,3.0,12.8,130.25,7.0,91.65
54.0,17.0,73.0,6.0,3.0,11.6,16.2,8.4,37.5
54.0,17.0,73.0,7.0,3.0,12.0,16.5,7.5,39.2
170.5,-85.5,73.0,7.0,3.0,-80.625,18.9,9.8,145.52019953395592
170.5,18.0,74.0,7.0,3.0,15.0,-49.55000000000001,13.1,48.9
56.0,17.0,74.0,6.0,3.0,12.4,21.9,7.0,43.4
58.0,-85.5,75.0,5.0,3.0,12.2,19.2,8.2,42.6
58.0,17.0,75.0,7.0,3.0,13.9,23.6,9.0,47.7
55.0,18.0,incons,6.0,incons,15.1,18.6,8.1,256.6603096853346
55.0,-85.5,75.0,5.424168411521009,3.0,15.5,22.0,8.3,49.3
56.0,16.0,75.0,8.0,3.0,13.0,16.5,9.6,91.65
54.0,incons,75.0,7.0,3.0,14.0,18.9,7.8,43.6
incons,22.0,76.0,6.0,3.0,15.1,22.0,166.05,51.2
54.0,29.62451833832531,76.0,8.0,3.0,14.0,17.3,-47.446311130708345,42.1
58.0,18.0,77.0,incons,3.0,14.9,22.2,11.9,52.3
56.0,17.0,77.0,8.0,155.0,13.4,130.25,7.6,43.5
60.0,15.529826354588575,77.0,-1.174120733671085,3.0,14.7,30.4,incons,60.4
56.0,18.0,78.87901027151291,5.0,155.0,13.1,20.5,8.4,incons
60.0,19.0,78.0,incons,3.0,-80.625,33.3,11.5,65.3
61.0,21.0,79.0,8.0,3.0,18.9,79.86183825662853,11.9,56.8
59.0,19.0,79.0,8.0,3.0,17.0,23.0,12.5,54.5
54.0,20.0,79.0,5.0,3.0,16.4,28.9,12.2,59.7
58.0,20.0,80.0,5.0,3.0,15.3,24.1,12.1,53.5
57.0,18.0,81.0,6.0,3.0,15.0,25.3,incons,52.9
67.0,-85.5,82.0,7.0,3.0,34.0,31.4,14.1,66.0
-59.5,18.0,84.0,6.0,3.0,16.4,33.6,12.3,65.6
65.0,22.0,85.0,7.0,155.0,20.0,incons,9.0,66.7
64.0,20.0,85.0,7.0,3.0,21.2,25.2,18.41626133886427,incons
62.0,18.0,84.38077844558224,7.0,3.0,incons,27.7,13.0,60.2
68.0,0.0,86.0,8.0,3.0,23.0,41.3,17.2,85.6
63.0,19.0,86.0,33.269200311727964,3.0,84.18912081748475,35.0,16.0,75.6
63.0,16.98242160633951,87.0,7.0,3.0,24.0,-49.55000000000001,166.05,126.38890362882624
68.0,24.0,88.0,9.0,3.0,24.0,42.3,56.8663184641065,87.6
66.0,21.0,90.0,9.0,3.0,incons,41.6,52.35037930542359,89.6
69.0,21.0,91.0,8.0,3.0,25.2,incons,15.1,incons
73.0,23.0,90.04589693558938,8.0,1.0,24.9,36.8,21.6,86.1
66.0,20.0,99.20000000000002,8.0,3.0,22.0,-49.55000000000001,15.5,74.4
72.0,21.0,92.0,7.0,3.0,22.0,44.5,19.8,93.2
70.0,incons,incons,9.0,3.0,22.8,31.5,incons,74.1
73.0,25.0,92.0,8.0,1.0,28.2,41.2,20.9,95.7
68.0,18.11642528370035,93.0,11.0,3.0,22.6,104.91397330312017,14.6,69.2
73.0,20.0,94.0,8.0,3.0,27.0,35.0,17.1,82.2
71.0,36.0,94.0,8.0,3.0,30.1,41.1,21.0,168.50931688575716
71.0,24.0,94.0,8.0,3.0,23.0,33.4,17.7,78.6
71.0,20.0,95.0,8.0,3.0,28.0,-49.55000000000001,18.2,100.7
76.0,24.0,99.20000000000002,8.0,3.0,30.1,35.7,17.7,88.2
72.0,22.0,95.0,8.0,-63.0,30.0,42.2,22.0,98.4
74.0,25.0,96.0,9.0,3.0,33.0,48.8,20.2,108.7
71.0,23.0,96.0,8.0,3.0,26.4,41.3,22.4,94.5
89.1641451885232,incons,96.0,8.0,3.0,27.0,44.1,incons,92.2
71.0,24.0,99.0,8.0,3.0,29.9,42.8,20.9,99.3
incons,26.0,99.0,7.0,3.0,32.0,43.7,23.2,102.5
79.0,44.79965410109561,99.0,8.0,0.0,33.4,44.8,27.5,115.48270637000535
76.0,27.0,100.0,9.0,3.0,31.3,58.9,20.8,118.8
84.0,27.0,100.0,incons,0.0,41.3,60.4,28.3,135.3
75.0,29.0,100.0,9.0,3.0,37.0,47.8,incons,115.9
82.0,28.0,100.0,9.0,3.0,39.2,51.7,incons,132.3
75.0,25.0,29.945237141988315,7.0,-37.33353790985126,31.4,51.8,incons,113.9
79.0,28.0,100.0,9.0,3.0,39.0,58.5,24.1,124.3
81.0,29.449625656576725,101.0,152.25,3.0,36.0,60.3,22.0,120.3
76.0,24.0,101.0,incons,3.0,36.0,51.9,28.7,118.8
48.37997105575707,21.0,101.0,8.0,3.0,34.2,49.6,20.6,143.85951299631785
76.0,24.0,97.7457217492566,7.0,3.0,32.0,65.3,25.9,-49.53037549756701
incons,27.0,-44.400000000000006,13.0,3.0,41.0,67.4,28.8,142.2
80.0,27.0,103.0,9.0,3.0,35.0,64.0,25.1,139.3
80.0,26.0,incons,10.0,3.0,194.375,46.6,27.3,116.5
79.0,25.0,104.0,9.0,3.0,38.1,60.1,-54.750000000000014,132.6
80.0,25.0,105.0,-55.75,-63.0,32.8,73.8,27.7,139.3
84.0,31.0,105.0,9.0,0.0,40.9,85.6,28.3,168.4
83.0,incons,106.0,-55.75,3.0,33.4,78.1,22.2,138.8
84.0,31.0,106.0,10.0,3.0,38.4,94.5,22.2,162.0
83.0,22.0,-44.400000000000006,9.0,3.0,37.8,50.5,24.7,114.9
85.0,26.0,99.20000000000002,9.0,3.0,42.0,83.8,24.1,153.5
80.0,27.0,107.0,9.0,3.0,30.8,57.9,-54.750000000000014,120.5
83.0,30.0,113.09169952054214,8.0,3.0,-80.625,71.9,27.0,115.3
82.0,26.0,85.0123283991379,9.0,1.0,41.5,67.0,incons,142.9
87.0,30.0,107.0,9.0,0.0,38.8,69.5,28.9,143.4
84.0,29.0,108.0,10.0,1.0,43.5,86.3,32.6,173.1
84.0,28.0,108.0,9.0,3.0,45.8,64.1,28.9,145.3
87.0,27.0,109.0,8.0,3.0,45.4,74.4,29.6,154.3
89.0,30.0,109.0,-55.75,1.0,41.4,70.7,31.819812726413776,160.0
86.0,30.0,109.0,10.0,incons,50.9,60.4,166.05,145.7
79.40940761942507,incons,67.43238079765538,incons,3.0,37.0,54.0,23.7,118.9
86.0,29.0,110.0,11.0,3.0,44.6,74.9,34.2,157.9
81.0,25.0,110.0,9.0,1.0,40.0,59.3,27.4,130.2
86.0,incons,110.0,9.0,incons,49.6,82.6,166.05,174.9
87.0,28.0,110.0,10.0,3.0,46.5,65.7,incons,150.7
85.0,27.0,-44.400000000000006,9.0,3.0,43.0,66.5,30.9,146.1
88.0,28.0,111.0,9.0,9.13438771325402,51.0,81.4,31.2,174.1
incons,31.0,111.0,10.0,3.0,incons,62.7,28.7,147.9
86.0,28.0,111.0,9.0,3.0,46.0,68.2,166.05,153.3
85.0,29.0,111.0,9.0,3.0,45.0,60.79513322956075,35.3,158.1
85.0,27.0,99.20000000000002,incons,3.0,47.2,74.3,37.0,164.1
85.0,29.0,112.0,9.0,3.0,43.3,61.9,26.1,137.6
89.0,31.0,112.0,incons,1.0,53.9,111.3,64.5,244.8
91.0,29.0,112.0,9.0,3.0,47.0,109.4,32.3,194.8
-59.5,35.0,113.0,152.25,3.0,92.92723316238047,incons,42.0,174.7
90.0,29.0,113.0,incons,1.0,45.0,84.3,33.7,169.9
89.0,30.0,113.0,8.0,0.0,43.8,72.7,13.667376722360167,159.2
78.0,25.0,113.0,11.0,0.0,33.7,70.4,26.0,148.8
90.0,29.0,114.0,10.0,3.0,44.3,56.5,43.9,150.2
90.0,27.0,114.0,8.0,3.0,49.0,76.3,28.3,incons
incons,27.0,114.0,1.4606805158763585,1.0,53.1,79.4,50.5,195.9
87.0,34.0,114.0,10.0,-63.0,54.1,76.4,36.6,174.6
88.0,168.5,114.0,10.0,3.0,40.4,incons,35.7,153.3
87.0,25.0,114.0,9.0,incons,55.0,63.21218520978899,36.7,179.3
84.0,27.0,115.0,incons,1.0,194.375,92.2,29.4,171.4
96.0,33.0,115.0,9.0,-63.0,61.2,102.2,41.9,215.6
92.0,31.0,115.0,0.7511957117008876,0.0,44.0,88.3,35.2,178.4
92.0,31.0,116.0,10.0,incons,59.1,134.3,54.6,incons
91.0,27.0,116.0,7.260704508862993,0.0,40.8,-6.037455150232788,33.4,159.1
89.0,30.0,116.0,8.0,1.0,50.6,80.0,31.2,171.6
93.0,31.0,117.0,9.0,0.0,47.0,91.1,39.3,91.65
98.0,37.0,117.0,4.148253926125572,0.0,67.0,104.4,50.7,234.2
95.0,32.0,117.0,-7.120284190813031,3.0,57.0,96.0,46.8,210.1
incons,33.0,117.0,10.0,0.0,54.8,116.5,46.9,222.7
94.0,33.0,117.0,10.0,-63.0,59.0,160.0,45.8,281.8
95.0,30.0,117.0,10.0,0.0,57.7,106.3,incons,213.0
90.0,36.0,117.0,8.0,0.0,47.4,67.2,42.627677155078416,159.9
89.0,27.0,118.0,9.0,3.0,46.0,65.6,-54.750000000000014,154.3
94.0,-85.5,118.0,9.0,-3.9032368343671875,62.0,119.7,45.4,237.4
91.0,31.0,118.0,10.0,0.0,incons,77.6,37.6,177.1
93.0,30.0,-44.400000000000006,10.0,1.0,45.1,82.3,39.2,incons
93.0,31.0,119.0,152.25,1.0,61.0,92.9,22.4,205.2
80.10447601767517,34.0,120.0,10.0,0.0,incons,101.6,54.4,226.3
96.0,168.5,120.0,11.0,0.0,65.0,90.2,37.7,112.8051975724605
95.0,30.0,120.0,10.0,3.0,54.0,113.0,49.3,224.0
93.0,25.06548423741561,-44.400000000000006,11.0,1.0,incons,95.1,50.0,208.0
91.0,29.0,incons,29.88276993969813,1.0,53.8,83.8,incons,177.9
14.09251052621974,31.0,120.0,11.0,0.0,-80.625,89.1,37.8,191.9
97.0,30.0,121.0,11.0,3.0,66.0,126.3,45.2,247.6
98.0,28.0,121.0,10.0,0.0,63.0,83.8,41.2,195.1
-59.5,26.0,121.0,11.0,3.0,52.0,86.4,34.8,180.5
95.0,168.5,121.0,12.055748217891956,1.0,67.0,92.6,43.9,215.2
94.0,35.983861434071535,121.0,-14.601408299069579,1.0,55.0,108.1,44.3,incons
90.0,30.0,122.0,10.0,0.0,50.0,81.4,36.7,174.2
96.0,33.0,122.0,12.0,incons,61.0,126.9,51.4,incons
95.0,34.0,122.0,10.0,0.0,60.7,87.0,46.7,205.3
93.0,168.5,122.0,9.0,3.0,57.2,89.9,34.5,192.1
96.0,34.0,122.0,10.0,0.0,-17.3121646003908,91.3,58.0,227.4
92.0,32.0,122.0,10.0,0.0,incons,98.8,39.4,200.0
95.0,46.83848118683441,123.0,10.0,1.0,57.9,89.5,38.6,200.8
94.0,33.0,123.0,10.0,0.0,incons,89.3,43.9,225.6
-59.5,168.5,123.0,10.0,0.0,59.0,96.9,45.6,210.8
95.0,33.0,123.0,12.0,1.0,60.7,98.1,39.1,204.6
95.0,34.0,123.0,10.0,0.0,60.0,95.9,60.4,225.8
96.0,35.0,85.53680343004274,9.0,0.0,60.0,89.2,63.9,223.6
95.0,31.0,123.0,incons,1.0,71.0,96.8,58.459390226837264,161.60076410322836
102.0,35.0,incons,10.0,0.0,78.0,114.3,47.7,256.3
99.0,36.0,124.0,12.0,0.0,71.0,115.3,50.8,251.1
100.0,30.0,124.0,10.0,1.0,23.26918990195741,119.2,-20.244609881368646,258.6
incons,32.0,124.0,10.0,1.0,66.0,92.6,53.7,30.36718953126683
91.0,34.0,125.0,9.0,0.0,55.98484629077876,99.1,46.9,216.4
101.0,35.0,125.0,11.0,1.0,60.9,109.5,51.2,230.0
103.0,32.0,125.0,4.306233153592902,1.0,194.375,114.3,65.2,252.8
96.0,31.0,incons,2.4667443442372505,1.0,63.7,117.3,47.8,-42.75000000000001
97.0,34.0,126.0,9.0,1.0,69.0,118.9,69.0,264.1
101.0,36.0,126.0,11.0,3.0,63.0,120.5,59.0,254.4
97.0,29.0,126.0,12.0,0.0,incons,101.3,35.7,212.4
95.0,29.0,126.0,10.0,3.0,56.0,-6.053826622098384,43.9,212.1
99.0,32.0,126.0,12.0,-13.23313512269359,63.0,99.4,44.2,218.6
98.0,incons,127.0,10.0,0.0,69.1,106.8,37.3,220.2
56.49653681375674,incons,127.0,9.0,1.0,78.0,141.0,52.9,291.9
99.0,35.0,127.0,9.0,1.0,66.5128617064423,141.4,54.5,51.25091270634168
95.0,34.0,127.0,10.0,0.0,73.3,104.1,53.861334584114914,238.7
102.0,31.0,127.0,10.0,0.0,62.0,81.0,45.1,197.2
113.0,46.0,128.0,incons,0.0,81.2,128.8,74.4,304.2
incons,36.0,128.0,10.0,0.0,-80.625,97.3,59.9,144.60451718899446
incons,32.0,99.20000000000002,-40.08787452556832,0.0,-80.625,111.2,47.7,236.7
100.0,-53.500000000000014,129.0,10.0,incons,74.5,123.3,70.3,280.2
105.0,32.0,129.0,11.0,incons,86.5,117.63029010732797,49.0,301.5
incons,33.0,130.0,11.0,1.0,69.8,95.7,54.8,232.0
118.0,44.0,130.0,11.0,1.0,87.0,154.0,75.6,332.4
105.0,35.0,130.0,11.0,0.0,81.0,137.3,82.84654261179776,307.3
102.0,38.0,130.0,9.0,0.0,75.0,143.1,74.7,308.4
102.0,34.0,130.0,10.0,1.0,78.2,144.9,69.8,313.4
105.0,38.0,131.0,10.0,1.0,79.7,112.8,64.3,271.9
107.0,-32.97098895157602,131.0,13.0,incons,92.0,146.1,71.9,328.9
104.0,38.0,incons,10.0,1.0,76.6,120.0,77.3,290.9
98.0,35.0,131.0,10.0,0.0,73.0,127.9,58.8,271.7
88.80129602782144,42.0,132.0,10.0,1.0,16.57016471563178,144.8,70.5,309.6
103.0,34.0,132.0,10.0,1.0,incons,123.0,62.5,267.4
106.0,incons,133.0,10.0,1.0,87.0,126.9,68.4,298.2
67.28166489680015,45.0,134.0,incons,-26.541534984576522,74.5,54.636064691664586,97.4,312.3
101.0,35.0,134.0,10.0,incons,74.9,-49.55000000000001,54.2,202.9
109.0,37.0,135.0,13.0,0.0,93.8,incons,62.7,347.5
109.0,41.0,137.0,9.0,0.0,92.2,80.6979172087819,83.2,358.5
113.0,38.0,139.0,11.0,1.0,99.5,149.3,79.8,352.7
109.0,26.0,140.0,12.0,1.0,39.0,134.5,74.8,311.2
113.0,103.0,141.0,10.0,56.792910651994575,102.4,221.5,97.3,442.0
111.0,43.0,141.0,11.0,0.0,105.6,209.3,76.6,428.2
114.0,36.0,141.0,12.0,1.0,86.0,192.0,83.9,306.9
110.0,34.0,142.0,-55.75,1.0,90.0,148.6,69.0,322.8
115.0,34.0,incons,13.0,1.0,102.0,182.6,77.8,386.7
115.0,43.0,144.0,12.0,incons,107.3,77.6789387719369,112.8,434.6
120.0,40.0,145.0,11.0,1.0,119.0,139.4,71.7,347.4
116.0,38.0,146.0,152.25,1.0,104.0,135.7,13.799102511203476,incons
113.0,41.0,147.0,-7.7741691131092825,incons,113.0,189.8,92.0,425.5
114.0,43.0,149.0,9.0,1.0,111.6,231.3,incons,450.0
122.0,47.0,150.0,14.0,1.0,194.375,246.4,103.8,501.7
130.0,incons,163.0,14.0,8.157027768778576,159.5,31.609767897663787,84.0,451.0
21.0,7.0,28.0,3.0,3.0,0.8,1.1,0.5,2.8
33.0,12.0,46.0,4.0,3.0,7.2,3.8,2.9,10.3
53.0,27.0,73.0,7.0,155.0,-80.625,21.0,9.4,44.3
51.0,16.0,73.0,5.0,3.0,10.6,15.7,6.9,incons
54.0,19.0,74.0,6.0,3.0,12.3,26.5,8.2,46.4
56.0,17.0,75.0,7.0,incons,13.4,incons,9.2,63.1
incons,18.0,77.0,5.0,3.0,13.5,24.5,8.8,49.4
59.0,18.0,79.0,incons,3.0,194.375,28.6,13.3,60.5
58.0,20.806739565154523,80.0,6.0,3.0,16.5,incons,9.1,65.8
170.5,18.0,80.0,7.0,3.0,16.0,23.7,12.2,56.3
62.0,19.0,81.0,8.0,3.0,17.1,35.7,12.8,68.5
58.0,18.0,81.0,7.0,3.0,16.3,22.4,15.0,56.5
60.0,-85.5,81.0,6.0,3.0,16.1,incons,12.2,60.8
64.0,20.693630607665973,82.0,incons,3.0,incons,130.25,incons,58.1
63.0,23.0,incons,9.0,0.0,20.6,40.3,13.0,77.9
-59.5,16.641955047669164,85.0,6.0,3.0,17.6,40.3,18.1,77.8
68.0,21.0,86.0,6.0,3.0,21.5,47.7,14.9,88.1
68.0,21.0,88.0,-55.75,3.0,20.3,32.8,16.0,73.8
64.0,24.0,88.0,8.0,0.0,20.5,incons,18.4,91.3
73.0,22.0,88.0,9.0,3.0,22.7,29.134064467884308,incons,89.3
67.0,25.0,90.0,1.1426208371649906,0.0,22.0,43.3,25.2,89.5
67.0,27.0,91.0,7.0,3.0,21.3,54.8,14.245516365566704,100.2
71.0,22.0,92.0,8.0,3.0,25.0,39.5,19.2,87.2
69.0,28.0,94.0,9.0,3.0,23.2,45.8,22.1,92.3
70.0,25.0,94.0,6.0,3.0,23.5,38.0,23.3,86.3
71.0,24.0,94.0,6.0,3.0,27.3,25.2,16.7,73.7
170.5,25.0,95.0,8.0,incons,28.4,69.4,166.05,129.8
73.0,incons,95.0,7.0,3.0,23.3,52.988246297420496,18.6,91.65
73.0,23.0,95.0,7.0,1.0,26.7,56.2,31.23660192223609,113.2
72.0,25.0,99.20000000000002,7.0,3.0,29.4,55.9,28.15960506986046,108.4
76.0,24.0,97.0,6.0,3.0,29.4,41.5,21.5,94.5
78.0,17.0,97.0,8.0,incons,-80.625,58.9,20.6,128.7
74.0,26.0,97.0,6.0,0.0,31.1,49.7,46.7513608223516,105.2
76.0,24.0,99.0,7.0,1.0,incons,53.1,25.7,114.6
77.0,incons,101.0,9.0,0.0,31.1,47.8,24.9,110.5
-59.5,27.0,101.0,9.0,1.0,-80.625,72.2,31.3,137.1
79.0,25.0,121.34063645156363,8.0,3.0,34.0,53.9,19.2,111.2
85.0,29.0,103.0,8.0,0.0,44.0886600196876,99.4,36.2,187.3
